"","Placement","Player","Country","Points","Deck","tournament","Pokemon1","Pokemon2"
"250",NA,"bzkfoox","Brazil","0","Pikachu ex Electrode","beaniebrawl","Pikachu ex","Electrode"
"251",NA,"FreckZ","United States","12","Pikachu ex Zapdos ex","beaniebrawl","Pikachu ex","Zapdos ex"
"252",NA,"mrbradi","France","6","Charizard ex Moltres ex","beaniebrawl","Charizard ex","Moltres ex"
"253",NA,"Swimy","Unknown","7","Pikachu ex Zebstrika","beaniebrawl","Pikachu ex","Zebstrika"
"254",NA,"wjcoop91","United States","0","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"255",NA,"ikatako","Unknown","9","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"256",NA,"IDEAVOLUTION","Indonesia","0","Pikachu ex Raichu","beaniebrawl","Pikachu ex","Raichu"
"257",NA,"wizd","United States","0","Charizard ex Moltres ex","beaniebrawl","Charizard ex","Moltres ex"
"258",NA,"Ohhansolo","Unknown","0","Pikachu ex Electrode","beaniebrawl","Pikachu ex","Electrode"
"259",NA,"PreduX","Brazil","9","Exeggutor ex Alakazam","beaniebrawl","Exeggutor ex","Alakazam"
"260",NA,"OumaTCG","Brazil","3","Blastoise ex","beaniebrawl","Blastoise","ex"
"261",NA,"HeLoDe","Brazil","9","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"262",NA,"AmphaDrew","United States","3","Venusaur ex Caterpie","beaniebrawl","Venusaur ex","Caterpie"
"263",NA,"Suyz","Unknown","3","Pikachu ex Zebstrika","beaniebrawl","Pikachu ex","Zebstrika"
"264",NA,"GHXM2G","Italy","6","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"265",NA,"Huso","Unknown","9","Exeggutor ex Venusaur ex","beaniebrawl","Exeggutor ex","Venusaur ex"
"266",NA,"DiSLion","Spain","0","Articuno ex Tentacruel","beaniebrawl","Articuno ex","Tentacruel"
"267",NA,"AnimatedEagle","United States","6","Articuno ex","beaniebrawl","Articuno","ex"
"268",NA,"ronisen","Venezuela","0","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"269",NA,"OrionInfinity","Brazil","6","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"270",NA,"two","Mexico","3","Alakazam Muk","beaniebrawl","Alakazam","Muk"
"271",NA,"Lukse","Germany","15","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"272",NA,"lexortcg","Great Britain","3","Pikachu ex Zapdos ex","beaniebrawl","Pikachu ex","Zapdos ex"
"273",NA,"bignotto","Brazil","9","Articuno ex Starmie ex","beaniebrawl","Articuno ex","Starmie ex"
"274",NA,"Miguel051","Unknown","3","Venusaur ex Lilligant","beaniebrawl","Venusaur ex","Lilligant"
"275",NA,"Tauhjai49","Unknown","3","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"276",NA,"Tinleigh Collins |","United States","6","Ninetales Rapidash","beaniebrawl","Ninetales","Rapidash"
"277",NA,"Birikinn","Brazil","6","Alakazam Weezing","beaniebrawl","Alakazam","Weezing"
"278",NA,"Naruto2408","Unknown","0","Articuno ex Starmie ex","beaniebrawl","Articuno ex","Starmie ex"
"279",NA,"Harus","Brazil","3","Greninja Weezing","beaniebrawl","Greninja","Weezing"
"280",NA,"eusouoash","Brazil","12","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"281",NA,"Garmas","Brazil","0","Charizard ex Moltres ex","beaniebrawl","Charizard ex","Moltres ex"
"282",NA,"porksandwich","Canada","0","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"283",NA,"RaissaFairy","Brazil","0","Pikachu ex Electrode","beaniebrawl","Pikachu ex","Electrode"
"284",NA,"LuckyPiper","United States","0","Victreebel Vileplume","beaniebrawl","Victreebel","Vileplume"
"285",NA,"glione","Brazil","9","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"286",NA,"fernsthefern","Unknown","0","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"287",NA,"albinauran","Dominican Republic","3","Venusaur ex Lilligant","beaniebrawl","Venusaur ex","Lilligant"
"288",NA,"Tobimaro","Portugal","0","Pikachu ex Zapdos ex","beaniebrawl","Pikachu ex","Zapdos ex"
"289",NA,"RukaSarashina","Great Britain","6","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"290",NA,"Bteks","United States","15","Pikachu ex Raichu","beaniebrawl","Pikachu ex","Raichu"
"291",NA,"Sprohh","Chile","0","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"292",NA,"PHIS","Thailand","9","Dragonite Frosmoth","beaniebrawl","Dragonite","Frosmoth"
"293",NA,"lautaloval","Argentina","3","Articuno ex Starmie ex","beaniebrawl","Articuno ex","Starmie ex"
"294",NA,"omen","Japan","6","Machamp ex","beaniebrawl","Machamp","ex"
"295",NA,"Mattiolo","Italy","0","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"296",NA,"Captain85244","Hong Kong","9","Ninetales Rapidash","beaniebrawl","Ninetales","Rapidash"
"297",NA,"fell","Brazil","4","Pikachu ex Raichu","beaniebrawl","Pikachu ex","Raichu"
"298",NA,"ashfox","Unknown","6","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"299",NA,"MattM6693","United States","0","Ninetales Rapidash","beaniebrawl","Ninetales","Rapidash"
"300",NA,"Ursiidae","United States","15","Exeggutor ex Venusaur ex","beaniebrawl","Exeggutor ex","Venusaur ex"
"301",NA,"KiteFFC","Unknown","0","Articuno ex Starmie ex","beaniebrawl","Articuno ex","Starmie ex"
"302",NA,"Artheek","France","12","Articuno ex Starmie ex","beaniebrawl","Articuno ex","Starmie ex"
"303",NA,"Kaywi21","Canada","12","Pikachu ex Electrode","beaniebrawl","Pikachu ex","Electrode"
"304",NA,"FAKERE","France","0","Charizard ex Moltres ex","beaniebrawl","Charizard ex","Moltres ex"
"305",NA,"iSerenX","Thailand","3","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"306",NA,"WhiteMan","United States","6","Articuno ex Dragonite","beaniebrawl","Articuno ex","Dragonite"
"307",NA,"Glam0urtv","Greece","3","Pikachu ex Electrode","beaniebrawl","Pikachu ex","Electrode"
"308",NA,"jreamx","United States","3","Marowak ex Pidgeot","beaniebrawl","Marowak ex","Pidgeot"
"309",NA,"RedeyesStorm","Unknown","9","Marowak ex Hitmonchan","beaniebrawl","Marowak ex","Hitmonchan"
"310",NA,"hopkins1021","Canada","0","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"311",NA,"dada1","Italy","9","Articuno ex Starmie ex","beaniebrawl","Articuno ex","Starmie ex"
"312",NA,"willschoeff","United States","9","Pikachu ex Electrode","beaniebrawl","Pikachu ex","Electrode"
"313",NA,"Wolfstochter","Unknown","3","Articuno ex Starmie ex","beaniebrawl","Articuno ex","Starmie ex"
"314",NA,"KoNoRd","United States","9","Charizard ex Moltres ex","beaniebrawl","Charizard ex","Moltres ex"
"315",NA,"JoelRG5","Spain","3","Pikachu ex Zebstrika","beaniebrawl","Pikachu ex","Zebstrika"
"316",NA,"Artkana","Japan","0","Charizard ex Moltres ex","beaniebrawl","Charizard ex","Moltres ex"
"317",NA,"melon","Spain","0","Venusaur ex Lilligant","beaniebrawl","Venusaur ex","Lilligant"
"318",NA,"Krohnos","United States","9","Melmetal Weezing","beaniebrawl","Melmetal","Weezing"
"319",NA,"owntempo","United States","12","Charizard ex Moltres ex","beaniebrawl","Charizard ex","Moltres ex"
"320",NA,"Mxyon","Unknown","9","Arbok Pidgeot","beaniebrawl","Arbok","Pidgeot"
"321",NA,"KizoDSenf","Unknown","9","Articuno ex Starmie ex","beaniebrawl","Articuno ex","Starmie ex"
"322",NA,"Pegoooo","Italy","0","Pikachu ex Raichu","beaniebrawl","Pikachu ex","Raichu"
"323",NA,"BlackMarvelGaming","Unknown","6","Exeggutor ex Venusaur ex","beaniebrawl","Exeggutor ex","Venusaur ex"
"324",NA,"laidback","Korea","6","Alakazam Kangaskhan","beaniebrawl","Alakazam","Kangaskhan"
"325",NA,"Swamp","Switzerland","9","Articuno ex","beaniebrawl","Articuno","ex"
"326",NA,"BreloomBoi","United States","6","Pikachu ex Electrode","beaniebrawl","Pikachu ex","Electrode"
"327",NA,"MrRishi","United States","9","Farfetch'd Greninja","beaniebrawl","Farfetch'd","Farfetch'Greninja"
"328",NA,"Mantelnor","Spain","12","Articuno ex","beaniebrawl","Articuno","ex"
"329",NA,"Kojay","United States","3","Charizard ex Moltres ex","beaniebrawl","Charizard ex","Moltres ex"
"330",NA,"Freewer","Peru","15","Ninetales Rapidash","beaniebrawl","Ninetales","Rapidash"
"331",NA,"GadgetBug","Brazil","0","Starmie ex Greninja","beaniebrawl","Starmie ex","Greninja"
"332",NA,"Levi77","Brazil","3","Pikachu ex Electrode","beaniebrawl","Pikachu ex","Electrode"
"333",NA,"GPEDROLL","Brazil","0","Pikachu ex Raichu","beaniebrawl","Pikachu ex","Raichu"
"334",NA,"OncomingTraffic","United States","6","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"335",NA,"Elegy","United States","15","Articuno ex Greninja","beaniebrawl","Articuno ex","Greninja"
"336",NA,"wtpk14","Unknown","0","Marowak ex Sandslash","beaniebrawl","Marowak ex","Sandslash"
"337",NA,"Miguel Angel L","Peru","9","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"338",NA,"tyranitarrocks10","United States","0","Exeggutor ex Pidgeot","beaniebrawl","Exeggutor ex","Pidgeot"
"339",NA,"Arthur Mesquita","Brazil","15","Arbok Weezing","beaniebrawl","Arbok","Weezing"
"340",NA,"NickShanks","United States","0","Marowak ex Sandslash","beaniebrawl","Marowak ex","Sandslash"
"341",NA,"Miguelanhee","Spain","0","Venusaur ex Lilligant","beaniebrawl","Venusaur ex","Lilligant"
"342",NA,"Fang1313","United States","15","Pikachu ex Zebstrika","beaniebrawl","Pikachu ex","Zebstrika"
"343",NA,"SynthAura","United States","9","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"344",NA,"Bahamut","Chile","3","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"345",NA,"pokeboi123","Canada","0","Wigglytuff ex Weezing","beaniebrawl","Wigglytuff ex","Weezing"
"346",NA,"Slax06","Brazil","9","Mewtwo ex Gardevoir","beaniebrawl","Mewtwo ex","Gardevoir"
"347",NA,"Ambi14","Venezuela","0","Venusaur ex Lilligant","beaniebrawl","Venusaur ex","Lilligant"
"348",NA,"TheMushroomMan","United States","3","Arbok Weezing","beaniebrawl","Arbok","Weezing"
"349",NA,"Alm47","Unknown","6","Charizard ex Moltres ex","beaniebrawl","Charizard ex","Moltres ex"
"350",NA,"Cowboy's Nation","United States","6","Arbok Weezing","beaniebrawl","Arbok","Weezing"
"351",NA,"LethalChimken","Great Britain","9","Charizard ex Moltres ex","beaniebrawl","Charizard ex","Moltres ex"
"352",1,"derekroy1992","Canada","33","Pikachu ex Raichu","blueditto","Pikachu ex","Raichu"
"353",2,"Xeloo","Chile","27","Pikachu ex Zapdos ex","blueditto","Pikachu ex","Zapdos ex"
"354",3,"hasenowo","Thailand","27","Pikachu ex Zebstrika","blueditto","Pikachu ex","Zebstrika"
"355",4,"NAMBIRI","Australia","24","Pikachu ex Zapdos ex","blueditto","Pikachu ex","Zapdos ex"
"356",5,"goramu","United States","30","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"357",6,"Alo","France","27","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"358",7,"jlnguyen54","United States","24","Articuno ex","blueditto","Articuno","ex"
"359",8,"FuryofStorm","Spain","24","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"360",9,"zcy20071008","Unknown","24","Pikachu ex Electrode","blueditto","Pikachu ex","Electrode"
"361",10,"Drayke","Brazil","21","Pikachu ex Zebstrika","blueditto","Pikachu ex","Zebstrika"
"362",11,"Sarson","United States","21","Pikachu ex Electrode","blueditto","Pikachu ex","Electrode"
"363",12,"MaquinaGLS","Brazil","21","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"364",13,"BoNalls","Great Britain","21","Articuno ex Greninja","blueditto","Articuno ex","Greninja"
"365",14,"crynimar","Brazil","18","Pikachu ex Zebstrika","blueditto","Pikachu ex","Zebstrika"
"366",15,"Joseph C","United States","18","Pikachu ex Zebstrika","blueditto","Pikachu ex","Zebstrika"
"367",16,"TF Richard Ruiz","Peru","18","Pikachu ex Electrode","blueditto","Pikachu ex","Electrode"
"368",17,"Fitypaldis","Chile","18","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"369",18,"victini_id","Indonesia","18","Articuno ex Starmie ex","blueditto","Articuno ex","Starmie ex"
"370",19,"NE","Unknown","18","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"371",20,"Pingu_Tsai","Taiwan","18","Pikachu ex Zapdos ex","blueditto","Pikachu ex","Zapdos ex"
"372",21,"Josh Frink","United States","18","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"373",22,"JMDuran8","Spain","18","Articuno ex Starmie ex","blueditto","Articuno ex","Starmie ex"
"374",23,"Maka","Argentina","18","Pikachu ex Zebstrika","blueditto","Pikachu ex","Zebstrika"
"375",24,"Artheek","France","18","Articuno ex Starmie ex","blueditto","Articuno ex","Starmie ex"
"376",25,"Darffan","Brazil","18","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"377",26,"Cello","Brazil","18","Charizard ex Moltres ex","blueditto","Charizard ex","Moltres ex"
"378",27,"StayySuper","United States","18","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"379",28,"Sigphale","Indonesia","18","Pikachu ex Zapdos ex","blueditto","Pikachu ex","Zapdos ex"
"380",29,"NoxxTCG","United States","15","Articuno ex Starmie ex","blueditto","Articuno ex","Starmie ex"
"381",30,"Z2R Cogao","Brazil","15","Primeape Sandslash","blueditto","Primeape","Sandslash"
"382",31,"RavsJK","Unknown","15","Starmie ex Greninja","blueditto","Starmie ex","Greninja"
"383",32,"KatsuJinCard","United States","15","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"384",33,"Henrique F","Brazil","15","Machamp ex Marowak ex","blueditto","Machamp ex","Marowak ex"
"385",34,"xCosmicNova","United States","15","Articuno ex Greninja","blueditto","Articuno ex","Greninja"
"386",35,"AnimatedEagle","United States","15","Marowak ex Sandslash","blueditto","Marowak ex","Sandslash"
"387",36,"MINGYULEE","Korea","15","Charizard ex Moltres ex","blueditto","Charizard ex","Moltres ex"
"388",37,"MOLINA","Chile","15","Articuno ex","blueditto","Articuno","ex"
"389",38,"Thiheen","Brazil","15","Arbok Pidgeot","blueditto","Arbok","Pidgeot"
"390",39,"ttvStrawhat","Unknown","15","Pikachu ex Zapdos ex","blueditto","Pikachu ex","Zapdos ex"
"391",40,"iceza066","Thailand","15","Pikachu ex Zapdos ex","blueditto","Pikachu ex","Zapdos ex"
"392",41,"KS T","Singapore","13","Starmie ex Greninja","blueditto","Starmie ex","Greninja"
"393",42,"SonicF","Colombia","12","Pikachu ex Zebstrika","blueditto","Pikachu ex","Zebstrika"
"394",43,"BiterLife","Chile","12","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"395",44,"Sushikraver","United States","12","Articuno ex Starmie ex","blueditto","Articuno ex","Starmie ex"
"396",45,"FreckZ","United States","12","Pikachu ex Zapdos ex","blueditto","Pikachu ex","Zapdos ex"
"397",46,"Brandon J","United States","12","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"398",47,"mrtawsiti3","Croatia","12","Pikachu ex Electrode","blueditto","Pikachu ex","Electrode"
"399",48,"Birikinn","Brazil","12","Articuno ex Starmie ex","blueditto","Articuno ex","Starmie ex"
"400",49,"littledarkfury","Canada","12","Wigglytuff ex Weezing","blueditto","Wigglytuff ex","Weezing"
"401",50,"namme","Unknown","12","Lapras ex Starmie ex","blueditto","Lapras ex","Starmie ex"
"402",51,"Raichuomega","Paraguay","12","Articuno ex Starmie ex","blueditto","Articuno ex","Starmie ex"
"403",52,"owntempo","United States","12","Heatmor Ninetales","blueditto","Heatmor","Ninetales"
"404",53,"Altkyle","Great Britain","12","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"405",54,"jaHNI","Unknown","12","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"406",55,"Gonzalo Reyes","Chile","12","Zapdos ex Dragonite","blueditto","Zapdos ex","Dragonite"
"407",56,"Cheskyzz","Panama","12","Greninja Kingler","blueditto","Greninja","Kingler"
"408",57,"lmc131121","Unknown","12","Dragonite Snorlax","blueditto","Dragonite","Snorlax"
"409",58,"KuwabaraXL","Brazil","9","Pikachu ex Zebstrika","blueditto","Pikachu ex","Zebstrika"
"410",59,"iLoveQueijo","Brazil","9","Alakazam Clefable","blueditto","Alakazam","Clefable"
"411",60,"KH3PRI","United States","9","Pikachu ex Electrode","blueditto","Pikachu ex","Electrode"
"412",61,"Alloutblitzle","United States","9","Alakazam Weezing","blueditto","Alakazam","Weezing"
"413",62,"ThePrancingPonyta","United States","9","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"414",63,"gomess","Brazil","9","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"415",64,"Cumma","United States","9","Starmie ex Greninja","blueditto","Starmie ex","Greninja"
"416",65,"bwebbuva","Unknown","9","Charizard ex Moltres ex","blueditto","Charizard ex","Moltres ex"
"417",66,"Slammmm","Unknown","9","Greninja Hypno","blueditto","Greninja","Hypno"
"418",67,"Im a SUPER LAME Snorlax player","United States","9","Arbok Weezing","blueditto","Arbok","Weezing"
"419",68,"poyo","Japan","9","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"420",69,"PeachSLP","Thailand","9","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"421",70,"fatdunk","Panama","9","Blastoise ex Lapras ex","blueditto","Blastoise ex","Lapras ex"
"422",71,"Pocket_Deuces","Unknown","9","Exeggutor ex Venusaur ex","blueditto","Exeggutor ex","Venusaur ex"
"423",72,"MiniLordesushi","Brazil","9","Articuno ex","blueditto","Articuno","ex"
"424",73,"Lulu","France","6","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"425",74,"Maneta","Brazil","6","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"426",75,"kaesus","Unknown","6","Starmie ex Greninja","blueditto","Starmie ex","Greninja"
"427",76,"MrFury","Portugal","6","Pikachu ex Electrode","blueditto","Pikachu ex","Electrode"
"428",77,"Thobb","Brazil","6","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"429",78,"ShayminFan","Unknown","6","Arcanine ex Charizard ex","blueditto","Arcanine ex","Charizard ex"
"430",79,"BelafuVGC","United States","6","Venusaur ex Caterpie","blueditto","Venusaur ex","Caterpie"
"431",80,"massko","France","6","Pikachu ex Electrode","blueditto","Pikachu ex","Electrode"
"432",81,"Tinleigh Collins","United States","6","Lapras ex","blueditto","Lapras","ex"
"433",82,"KKOYOUHENRYS","Taiwan","6","Exeggutor ex Wigglytuff ex","blueditto","Exeggutor ex","Wigglytuff ex"
"434",83,"tylerwsurface","Unknown","6","Pikachu ex Raichu","blueditto","Pikachu ex","Raichu"
"435",84,"Goomy35","United States","6","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"436",85,"R1nneganTCG","Norway","6","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"437",86,"Phantomclan564","United States","6","Articuno ex Starmie ex","blueditto","Articuno ex","Starmie ex"
"438",87,"Curupira","Brazil","6","Pikachu ex Zebstrika","blueditto","Pikachu ex","Zebstrika"
"439",88,"guillehue","Spain","6","Charizard ex Moltres ex","blueditto","Charizard ex","Moltres ex"
"440",89,"Daddycheeks","United States","6","Starmie ex Greninja","blueditto","Starmie ex","Greninja"
"441",90,"tyranitarrocks10","United States","6","Exeggutor ex Pidgeot","blueditto","Exeggutor ex","Pidgeot"
"442",91,"태환 곽","Korea","6","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"443",92,"Bunni","Unknown","6","Pikachu ex Electrode","blueditto","Pikachu ex","Electrode"
"444",93,"Omar787","Puerto Rico","6","Pikachu ex Raichu","blueditto","Pikachu ex","Raichu"
"445",94,"Fernan","Brazil","4","Grapploct Greninja","blueditto","Grapploct","Greninja"
"446",95,"rarepls","Isle of Man","3","Pikachu ex Zebstrika","blueditto","Pikachu ex","Zebstrika"
"447",96,"Crystallenz","Japan","3","Blastoise ex Blastoise","blueditto","Blastoise ex","Blastoise"
"448",97,"BabyEatingBaby","United States","3","Articuno ex Greninja","blueditto","Articuno ex","Greninja"
"449",98,"jo_ordanv","United States","3","Gengar ex Mewtwo ex","blueditto","Gengar ex","Mewtwo ex"
"450",99,"Veratis08","United States","3","Pikachu ex Zebstrika","blueditto","Pikachu ex","Zebstrika"
"451",100,"Waldmann","Brazil","3","Marowak ex Sandslash","blueditto","Marowak ex","Sandslash"
"452",101,"Kibsha","Unknown","3","Articuno ex Lapras ex","blueditto","Articuno ex","Lapras ex"
"453",102,"Deomsy","Unknown","3","Arbok Pidgeot","blueditto","Arbok","Pidgeot"
"454",103,"KombatKitty","United States","3","Ninetales Rapidash","blueditto","Ninetales","Rapidash"
"455",104,"Mowbes","New Zealand","3","Pikachu ex Zebstrika","blueditto","Pikachu ex","Zebstrika"
"456",105,"Santamarcelina","Brazil","3","Machamp ex Primeape","blueditto","Machamp ex","Primeape"
"457",106,"KingBlixer","United States","3","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"458",107,"AaronFreckz","United States","3","Pikachu ex Zapdos ex","blueditto","Pikachu ex","Zapdos ex"
"459",108,"niconape","Italy","3","Pikachu ex Raichu","blueditto","Pikachu ex","Raichu"
"460",109,"porksandwich","Canada","3","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"461",110,"HoneybadgerV8","United States","3","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"462",111,"matex_kid","Unknown","3","Articuno ex Starmie ex","blueditto","Articuno ex","Starmie ex"
"463",112,"KoNoRd","United States","3","Charizard ex Moltres ex","blueditto","Charizard ex","Moltres ex"
"464",113,"kn0w","Unknown","3","Lapras ex Starmie ex","blueditto","Lapras ex","Starmie ex"
"465",114,"James666","Unknown","3","Mewtwo ex Gardevoir","blueditto","Mewtwo ex","Gardevoir"
"466",115,"Jabs","Brazil","3","Marowak ex Primeape","blueditto","Marowak ex","Primeape"
