"","Player","Round","Result","Opponent","PlayerDeck","OpponentDeck"
"279","sike",2,"WIN","Himemiya","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"280","sike",1,"WIN","Ridho Botutihe","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"281","Excelia",10,"WIN","Skorme","Pikachu ex Zapdos ex","Pikachu ex Zebstrika"
"282","Excelia",9,"WIN","Sushikraver","Pikachu ex Zapdos ex","Marowak ex Primeape"
"283","Excelia",8,"WIN","MaquinaGLS","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"284","Excelia",7,"LOSS","KidEX","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"285","Excelia",6,"WIN","sLieR","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"286","Excelia",5,"WIN","EimanTan","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"287","Excelia",4,"WIN","Iceteailol","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"288","Excelia",3,"WIN","Kenz","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"289","Excelia",2,"LOSS","Enel","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"290","Excelia",1,"WIN","CMGato","Pikachu ex Zapdos ex","Marowak ex Sandslash"
"291","ichi_p",10,"WIN","ShadoHound","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"292","ichi_p",9,"WIN","Xeloo","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"293","ichi_p",8,"LOSS","vtrPeres","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"294","ichi_p",7,"WIN","OnlyEmbers","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"295","ichi_p",6,"WIN","bk7","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"296","ichi_p",5,"WIN","Artikgg","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"297","ichi_p",4,"LOSS","UItraVegito","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"298","ichi_p",3,"WIN","Disdai","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"299","ichi_p",2,"WIN","itzDorneles","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"300","ichi_p",1,"WIN","Charmee","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"301","Zeville",10,"WIN","TDNmegane","Pikachu ex Zapdos ex","Pikachu ex Raichu"
"302","Zeville",9,"WIN","Jade181324","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"303","Zeville",8,"WIN","Kaywi21","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"304","Zeville",7,"WIN","kreusch","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"305","Zeville",6,"WIN","Resh","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"306","Zeville",5,"WIN","Seung Woo Park","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"307","Zeville",4,"LOSS","jreamx","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"308","Zeville",3,"WIN","PeptoG","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"309","Zeville",2,"WIN","Sarinha","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"310","Zeville",1,"LOSS","BrokenArt","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"311","sadgible",10,"WIN","Kaamix","Pikachu ex Electrode","Charizard ex Moltres ex"
"312","sadgible",9,"LOSS","saitama","Pikachu ex Electrode","Pikachu ex Zapdos ex"
"313","sadgible",8,"WIN","Folka","Pikachu ex Electrode","Mewtwo ex Gardevoir"
"314","sadgible",7,"WIN","Livzzy","Pikachu ex Electrode","Pikachu ex Electrode"
"315","sadgible",6,"WIN","Namco","Pikachu ex Electrode","Arbok Weezing"
"316","sadgible",5,"WIN","gyujin","Pikachu ex Electrode","Mewtwo ex Gardevoir"
"317","sadgible",4,"WIN","Gerrycampo","Pikachu ex Electrode","Ninetales Rapidash"
"318","sadgible",3,"WIN","belmont","Pikachu ex Electrode","Pikachu ex Zapdos ex"
"319","sadgible",2,"LOSS","Amthenew","Pikachu ex Electrode","Pikachu ex Zapdos ex"
"320","sadgible",1,"WIN","pateke16","Pikachu ex Electrode","Mewtwo ex Gardevoir"
"321","OnlyEmbers",10,"WIN","Sigphale","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"322","OnlyEmbers",9,"WIN","Cello","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"323","OnlyEmbers",8,"WIN","Adoleta","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"324","OnlyEmbers",7,"LOSS","ichi_p","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"325","OnlyEmbers",6,"WIN","Omniceph","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"326","OnlyEmbers",5,"LOSS","YT_YoshGaming","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"327","OnlyEmbers",4,"WIN","ItsMik3yTime","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"328","OnlyEmbers",3,"WIN","gabrielsolino","Pikachu ex Zapdos ex","Venusaur ex Exeggutor ex"
"329","OnlyEmbers",2,"WIN","DarthTator22","Pikachu ex Zapdos ex","Marowak ex Sandslash"
"330","OnlyEmbers",1,"WIN","Shiraaz","Pikachu ex Zapdos ex","Articuno ex Dragonite"
"331","RealAsMike",10,"WIN","yoppe06","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"332","RealAsMike",9,"WIN","Bolamon","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"333","RealAsMike",8,"WIN","DrakoHel","Pikachu ex Zapdos ex","Pikachu ex Electrode"
"334","RealAsMike",7,"LOSS","SirMcNugg3t","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"335","RealAsMike",6,"WIN","Juniorfrmos","Pikachu ex Zapdos ex","Arbok Weezing"
"336","RealAsMike",5,"WIN","LionHunter","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"337","RealAsMike",4,"WIN","sapilas","Pikachu ex Zapdos ex","Wigglytuff ex Weezing"
"338","RealAsMike",3,"LOSS","NeonRST","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"339","RealAsMike",2,"WIN","Bsmith5","Pikachu ex Zapdos ex","Starmie ex Greninja"
"340","RealAsMike",1,"WIN","Ayeeezy","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"341","TwitchTVOdinzadaTV",10,"WIN","u w","Pikachu ex Raichu","Mewtwo ex Gardevoir"
"342","TwitchTVOdinzadaTV",9,"WIN","VS","Pikachu ex Raichu","Pikachu ex Zapdos ex"
"343","TwitchTVOdinzadaTV",8,"WIN","Dragfall","Pikachu ex Raichu","Pikachu ex Electrode"
"344","TwitchTVOdinzadaTV",7,"LOSS","sike","Pikachu ex Raichu","Pikachu ex Zapdos ex"
"345","TwitchTVOdinzadaTV",6,"WIN","Cartman","Pikachu ex Raichu","Charizard ex Moltres ex"
"346","TwitchTVOdinzadaTV",5,"WIN","Unowngamert","Pikachu ex Raichu","Mewtwo ex Gardevoir"
"347","TwitchTVOdinzadaTV",4,"WIN","Krys","Pikachu ex Raichu","Mewtwo ex Gardevoir"
"348","TwitchTVOdinzadaTV",3,"LOSS","draloken","Pikachu ex Raichu","Dragonite Weezing"
"349","TwitchTVOdinzadaTV",2,"WIN","fazel","Pikachu ex Raichu","Starmie ex Greninja"
"350","TwitchTVOdinzadaTV",1,"WIN","purii3","Pikachu ex Raichu","Marowak ex Sandslash"
"351","Rami94",10,"WIN","Jazzz","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"352","Rami94",9,"WIN","PSukiyama","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"353","Rami94",8,"WIN","Jzin","Mewtwo ex Gardevoir","Ninetales Rapidash"
"354","Rami94",7,"WIN","xCosmicNova","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"355","Rami94",6,"LOSS","pampe","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"356","Rami94",5,"LOSS","manu1556","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"357","Rami94",4,"WIN","Arci","Mewtwo ex Gardevoir","Marowak ex Dugtrio"
"358","Rami94",3,"WIN","KrazeeDavid","Mewtwo ex Gardevoir","Ninetales Rapidash"
"359","Rami94",2,"WIN","Bisca","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"360","Rami94",1,"WIN","atharez","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"361","OffWhiteJ1",10,"WIN","Comatosis","Pikachu ex Raichu","Mewtwo ex Gardevoir"
"362","OffWhiteJ1",9,"WIN","leds","Pikachu ex Raichu","Pikachu ex Raichu"
"363","OffWhiteJ1",8,"WIN","jreamx","Pikachu ex Raichu","Mewtwo ex Gardevoir"
"364","OffWhiteJ1",7,"WIN","Penelas_ow","Pikachu ex Raichu","Mewtwo ex Gardevoir"
"365","OffWhiteJ1",6,"LOSS","MaximusAle","Pikachu ex Raichu","Pikachu ex Zapdos ex"
"366","OffWhiteJ1",5,"WIN","MinatoRJ","Pikachu ex Raichu","Mewtwo ex Gardevoir"
"367","OffWhiteJ1",4,"LOSS","Koya","Pikachu ex Raichu","Charizard ex Moltres ex"
"368","OffWhiteJ1",3,"WIN","Random","Pikachu ex Raichu","Pikachu ex Zapdos ex"
"369","OffWhiteJ1",2,"WIN","Tohsarpau","Pikachu ex Raichu","Charizard ex Moltres ex"
"370","OffWhiteJ1",1,"WIN","SpartaPK","Pikachu ex Raichu","Hypno Melmetal"
"371","Hideout",10,"WIN","Jano","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"372","Hideout",9,"WIN","UItraVegito","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"373","Hideout",8,"WIN","Kanowki","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"374","Hideout",7,"WIN","yunlong","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"375","Hideout",6,"WIN","Chikonina25","Pikachu ex Zapdos ex","Gardevoir Mewtwo ex"
"376","Hideout",5,"LOSS","PIPPIKING","Pikachu ex Zapdos ex","Pikachu ex Raichu"
"377","Hideout",4,"WIN","knullified","Pikachu ex Zapdos ex","Alakazam Weezing"
"378","Hideout",3,"WIN","Chaichan Siriwongprom","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"379","Hideout",2,"LOSS","Unowngamert","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"380","Hideout",1,"WIN","EdrianBanana","Pikachu ex Zapdos ex","Venusaur ex Exeggutor ex"
"381","Izaya",10,"WIN","Hanamon","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"382","Izaya",9,"WIN","TheReaper_619","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"383","Izaya",8,"WIN","Inazashi","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"384","Izaya",7,"WIN","Heppie","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"385","Izaya",6,"WIN","Ralpherinos","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"386","Izaya",5,"LOSS","Tawmpy","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"387","Izaya",4,"WIN","Jzin","Mewtwo ex Gardevoir","Ninetales Rapidash"
"388","Izaya",3,"WIN","Rikuboy","Mewtwo ex Gardevoir","Starmie ex Lapras ex"
"389","Izaya",2,"WIN","tunihorn","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"391","FlyAsAFlygon",10,"WIN","Gqqq","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"392","FlyAsAFlygon",9,"WIN","MoFro","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"393","FlyAsAFlygon",8,"WIN","NikoAlexander","Pikachu ex Zapdos ex","Ninetales Rapidash"
"394","FlyAsAFlygon",7,"WIN","Suhol","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"395","FlyAsAFlygon",6,"WIN","Zergui","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"396","FlyAsAFlygon",5,"WIN","Lant","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"397","FlyAsAFlygon",4,"LOSS","Inazashi","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"398","FlyAsAFlygon",3,"WIN","Chriiiiistopher","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"399","FlyAsAFlygon",2,"WIN","mdartagnan","Pikachu ex Zapdos ex","Zapdos ex Zebstrika"
"400","FlyAsAFlygon",1,"LOSS","KrazeeDavid","Pikachu ex Zapdos ex","Ninetales Rapidash"
"401","davidjacha",10,"WIN","Luiz L","Starmie ex Articuno ex","Starmie ex Articuno ex"
"402","davidjacha",9,"WIN","jh0630","Starmie ex Articuno ex","Exeggutor ex Victreebel"
"403","davidjacha",8,"WIN","Spiinner","Starmie ex Articuno ex","Exeggutor ex Beedrill"
"404","davidjacha",7,"WIN","Koya","Starmie ex Articuno ex","Charizard ex Moltres ex"
"405","davidjacha",6,"WIN","행 운","Starmie ex Articuno ex","Pikachu ex Zebstrika"
"406","davidjacha",5,"LOSS","Omniceph","Starmie ex Articuno ex","Charizard ex Moltres ex"
"407","davidjacha",4,"LOSS","VampRook","Starmie ex Articuno ex","Pikachu ex Zebstrika"
"408","davidjacha",3,"WIN","Daniel12","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"409","davidjacha",2,"WIN","Craminator","Starmie ex Articuno ex","Golduck Lapras ex"
"410","davidjacha",1,"WIN","kokevich","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"411","beyond",10,"WIN","VampRook","Marowak ex Sandslash","Pikachu ex Zebstrika"
"412","beyond",9,"WIN","AzeL","Marowak ex Sandslash","Pikachu ex Zapdos ex"
"413","beyond",8,"WIN","PIPPIKING","Marowak ex Sandslash","Pikachu ex Raichu"
"414","beyond",7,"WIN","Minarin","Marowak ex Sandslash","Starmie ex Articuno ex"
"415","beyond",6,"WIN","lucari","Marowak ex Sandslash","Starmie ex Articuno ex"
"416","beyond",5,"WIN","MrRishi","Marowak ex Sandslash","Starmie ex Greninja"
"417","beyond",4,"LOSS","Xeloo","Marowak ex Sandslash","Starmie ex Articuno ex"
"418","beyond",3,"LOSS","Lorio","Marowak ex Sandslash","Mewtwo ex Gardevoir"
"419","beyond",2,"WIN","Ko youngmin","Marowak ex Sandslash","Arbok Weezing"
"420","beyond",1,"WIN","Limit","Marowak ex Sandslash","Marowak ex Marowak"
"421","syareu",10,"WIN","Fredran","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"422","syareu",9,"WIN","Anomi","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"423","syareu",8,"WIN","Abe","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"424","syareu",7,"WIN","Yunikin","Pikachu ex Zapdos ex","Marowak ex Primeape"
"425","syareu",6,"WIN","Racsoh","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"426","syareu",5,"WIN","CMGato","Pikachu ex Zapdos ex","Marowak ex Sandslash"
"427","syareu",4,"LOSS","Bheta51","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"428","syareu",3,"WIN","Andreyws88","Pikachu ex Zapdos ex","Lapras ex Articuno ex"
"429","syareu",2,"LOSS","Cloudam","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"430","syareu",1,"WIN","Tellador","Pikachu ex Zapdos ex","Zapdos ex Pidgeot"
"431","Trucob ",10,"WIN","Bisca","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"432","Trucob ",9,"WIN","Folka","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"433","Trucob ",8,"WIN","Razu_zu","Pikachu ex Zapdos ex","Wigglytuff ex Weezing"
"434","Trucob ",7,"WIN","Sho3320","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"435","Trucob ",6,"WIN","SpartaPK","Pikachu ex Zapdos ex","Hypno Melmetal"
"436","Trucob ",5,"WIN","Diego M","Pikachu ex Zapdos ex","Lapras ex Starmie ex"
"437","Trucob ",4,"WIN","Chunti","Pikachu ex Zapdos ex","Muk Weezing"
"438","Trucob ",3,"LOSS","Kelosaurus","Pikachu ex Zapdos ex","Marowak ex Primeape"
"439","Trucob ",2,"LOSS","Fawn","Pikachu ex Zapdos ex","Arbok Weezing"
"440","Trucob ",1,"WIN","Bustercall89","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"441","InDragon",10,"WIN","bzkfoox","Marowak ex Sandslash","Pikachu ex Zapdos ex"
"442","InDragon",9,"WIN","gat0","Marowak ex Sandslash","Pikachu ex Zapdos ex"
"443","InDragon",8,"WIN","Poloremplo","Marowak ex Sandslash","Pikachu ex Zapdos ex"
"444","InDragon",7,"WIN","Valden","Marowak ex Sandslash","Mewtwo ex Gardevoir"
"445","InDragon",6,"WIN","i9mha","Marowak ex Sandslash","Mewtwo ex Gardevoir"
"446","InDragon",5,"WIN","olukq","Marowak ex Sandslash","Machamp ex"
"447","InDragon",4,"WIN","Rubfox","Marowak ex Sandslash","Alakazam Weezing"
"448","InDragon",3,"LOSS","poko0000","Marowak ex Sandslash","Mewtwo ex Gardevoir"
"449","InDragon",2,"WIN","Thomas Guerrero","Marowak ex Sandslash","Mewtwo ex Gardevoir"
"450","InDragon",1,"LOSS","fazel","Marowak ex Sandslash","Starmie ex Greninja"
"451","Tomlja",10,"WIN","Shirotori","Pikachu ex Zapdos ex","Moltres ex Ninetales"
"452","Tomlja",9,"WIN","TheGodsEye","Pikachu ex Zapdos ex","Pikachu ex Raichu"
"453","Tomlja",8,"WIN","BringBack1996","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"454","Tomlja",7,"WIN","Kurnia Indra","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"455","Tomlja",6,"WIN","MutantFreak","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"456","Tomlja",5,"WIN","elmatadorperu","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"457","Tomlja",4,"WIN","Boxcarjoethemagichobo","Pikachu ex Zapdos ex","Arbok Weezing"
"458","Tomlja",3,"LOSS","Justin0405","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"459","Tomlja",2,"LOSS","Dyssant","Pikachu ex Zapdos ex","Marowak ex Sandslash"
"460","Tomlja",1,"WIN","Jack B","Pikachu ex Zapdos ex","Ninetales Rapidash"
"461","crunchy",10,"WIN","Brandon J","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"462","crunchy",9,"WIN","shazq","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"463","crunchy",8,"WIN","cjxskull","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"464","crunchy",7,"WIN","Alelu1234","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"465","crunchy",6,"WIN","Farajx","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"466","crunchy",5,"WIN","Sfluna","Pikachu ex Zapdos ex","Dragonite Frosmoth"
"467","crunchy",4,"LOSS","taiking7","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"468","crunchy",3,"WIN","hrsnfbrn","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"469","crunchy",2,"WIN","Bakug0","Pikachu ex Zapdos ex","Wigglytuff ex Weezing"
"470","crunchy",1,"LOSS","Skiips","Pikachu ex Zapdos ex","Marowak ex Primeape"
"471","Brunocarmona",10,"WIN","ThePhil","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"472","Brunocarmona",9,"WIN","cjxskull","Pikachu ex Zebstrika","Pikachu ex Zapdos ex"
"473","Brunocarmona",8,"WIN","Lukeabbs","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"474","Brunocarmona",7,"LOSS","ki_mamama","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"475","Brunocarmona",6,"WIN","Nidha","Pikachu ex Zebstrika","Arbok Weezing"
"476","Brunocarmona",5,"WIN","kennydano","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"477","Brunocarmona",4,"WIN","ZZZ","Pikachu ex Zebstrika","Pikachu ex Zapdos ex"
"478","Brunocarmona",3,"LOSS","KuwabaraXL","Pikachu ex Zebstrika","Pikachu ex Zapdos ex"
"480","Brunocarmona",1,"WIN","Teak","Pikachu ex Zebstrika","Pikachu ex Zapdos ex"
"481","VampRook",10,"LOSS","beyond","Pikachu ex Zebstrika","Marowak ex Sandslash"
"482","VampRook",9,"WIN","YT_YoshGaming","Pikachu ex Zebstrika","Pikachu ex Zapdos ex"
"483","VampRook",8,"WIN","TheTritriTyrant","Pikachu ex Zebstrika","Pikachu ex Zapdos ex"
"484","VampRook",7,"LOSS","saitama","Pikachu ex Zebstrika","Pikachu ex Zapdos ex"
"485","VampRook",6,"LOSS","TiltingShiba","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"486","VampRook",5,"WIN","valvind","Pikachu ex Zebstrika","Marowak ex Golbat"
"487","VampRook",4,"WIN","davidjacha","Pikachu ex Zebstrika","Starmie ex Articuno ex"
"488","VampRook",3,"WIN","qre","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"489","VampRook",2,"WIN","tilti1","Pikachu ex Zebstrika","Arbok Weezing"
"490","VampRook",1,"WIN","Thiheen","Pikachu ex Zebstrika","Pikachu ex Zapdos ex"
"491","ShadoHound",10,"LOSS","ichi_p","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"492","ShadoHound",9,"LOSS","SKY_SkyWolf93","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"493","ShadoHound",8,"LOSS","franco2796","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"494","ShadoHound",7,"WIN","yoppe06","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"495","ShadoHound",6,"WIN","MEINKAMPF","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"496","ShadoHound",5,"WIN","Initard","Pikachu ex Zapdos ex","Pikachu ex Raichu"
"497","ShadoHound",4,"WIN","XwiiT","Pikachu ex Zapdos ex","Exeggutor ex Alakazam"
"498","ShadoHound",3,"WIN","Feral96","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"499","ShadoHound",2,"WIN","Saturos","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"500","ShadoHound",1,"WIN","Shirotori","Pikachu ex Zapdos ex","Moltres ex Ninetales"
"501","bzkfoox",10,"LOSS","InDragon","Pikachu ex Zapdos ex","Marowak ex Sandslash"
"502","bzkfoox",9,"LOSS","johnnychiou36","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"503","bzkfoox",8,"LOSS","AnaLystX","Pikachu ex Zapdos ex","Pikachu ex Raichu"
"504","bzkfoox",7,"WIN","Ruper","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"505","bzkfoox",6,"WIN","bestpas","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"506","bzkfoox",5,"WIN","scammodrillo","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"507","bzkfoox",4,"WIN","VS","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"508","bzkfoox",3,"WIN","TaziGamer","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"509","bzkfoox",2,"WIN","shazq","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"510","bzkfoox",1,"WIN","UnluckyDuck","Pikachu ex Zapdos ex","Blastoise ex Lapras ex"
"511","Bisca",10,"LOSS","Trucob ","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"512","Bisca",9,"WIN","Chrisotore8","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"513","Bisca",8,"WIN","Stoffies","Pikachu ex Zapdos ex","Pikachu ex Zebstrika"
"514","Bisca",7,"LOSS","Mout","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"515","Bisca",6,"WIN","Reggo","Pikachu ex Zapdos ex","Arbok Weezing"
"516","Bisca",5,"WIN","yungmung69","Pikachu ex Zapdos ex","Blastoise ex Tentacruel"
"517","Bisca",4,"WIN","shazq","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"518","Bisca",3,"WIN","Razu_zu","Pikachu ex Zapdos ex","Wigglytuff ex Weezing"
"519","Bisca",2,"LOSS","Rami94","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"520","Bisca",1,"WIN","Phurinut_Pol","Pikachu ex Zapdos ex","Muk Weezing"
"521","Initard",10,"LOSS","KidEX","Pikachu ex Raichu","Pikachu ex Zapdos ex"
"522","Initard",9,"WIN","Guii","Pikachu ex Raichu","Venusaur ex Exeggutor ex"
"523","Initard",8,"LOSS","SirMcNugg3t","Pikachu ex Raichu","Pikachu ex Zapdos ex"
"524","Initard",7,"WIN","Cello","Pikachu ex Raichu","Charizard ex Moltres ex"
"525","Initard",6,"WIN","Tenya","Pikachu ex Raichu","Pikachu ex Zapdos ex"
"526","Initard",5,"LOSS","ShadoHound","Pikachu ex Raichu","Pikachu ex Zapdos ex"
"527","Initard",4,"WIN","ttvStrawhat","Pikachu ex Raichu","Pikachu ex Zapdos ex"
"528","Initard",3,"WIN","RuthlessRedge","Pikachu ex Raichu","Mewtwo ex Gardevoir"
"529","Initard",2,"WIN","TsuyuSV","Pikachu ex Raichu","Weezing Muk"
"530","Initard",1,"WIN","GoofGG","Pikachu ex Raichu","Charizard ex Moltres ex"
"531","PSukiyama",10,"WIN","Sho3320","Charizard ex Moltres ex","Charizard ex Moltres ex"
"532","PSukiyama",9,"LOSS","Rami94","Charizard ex Moltres ex","Mewtwo ex Gardevoir"
"533","PSukiyama",8,"LOSS","OhNoimGINGER","Charizard ex Moltres ex","Pikachu ex Zapdos ex"
"534","PSukiyama",7,"LOSS","franco2796","Charizard ex Moltres ex","Charizard ex Moltres ex"
"535","PSukiyama",6,"WIN","NinoEx","Charizard ex Moltres ex","Mewtwo ex Gardevoir"
"536","PSukiyama",5,"WIN","Cartman","Charizard ex Moltres ex","Charizard ex Moltres ex"
"537","PSukiyama",4,"WIN","nothingbutbangers","Charizard ex Moltres ex","Venusaur ex Exeggutor ex"
"538","PSukiyama",3,"WIN","Ytram56","Charizard ex Moltres ex","Pikachu ex Zapdos ex"
"539","PSukiyama",2,"WIN","LaGuigz","Charizard ex Moltres ex","Pikachu ex Zapdos ex"
"540","PSukiyama",1,"WIN","SleepyOnion","Charizard ex Moltres ex","Gengar ex Gengar"
"541","Gqqq",10,"LOSS","FlyAsAFlygon","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"542","Gqqq",9,"WIN","Drayke","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"543","Gqqq",8,"LOSS","Froo","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"544","Gqqq",7,"WIN","manu1556","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"545","Gqqq",6,"WIN","Tawmpy","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"546","Gqqq",5,"WIN","EdrianBanana","Pikachu ex Zapdos ex","Venusaur ex Exeggutor ex"
"547","Gqqq",4,"WIN","BrandonHeat","Pikachu ex Zapdos ex","Venusaur ex Lilligant"
"548","Gqqq",3,"LOSS","Sangrialll","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"549","Gqqq",2,"WIN","Newmasaur","Pikachu ex Zapdos ex","Pikachu ex Zebstrika"
"550","Gqqq",1,"WIN","Alytreta","Pikachu ex Zapdos ex","Marowak ex Primeape"
